Total Initial Robots: 25
Push Auction


[DATA]
0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 1
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
31, 0
32, 0
33, 0
34, 0
35, 0
36, 0
37, 0
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 0
45, 26
45, 26
45, 26
45, 26
45, 26
45, 26
45, 26
45, 26
45, 26
45, 26
45, 26
45, 26
45, 26
45, 26
45, 26
45, 26
45, 26
45, 26
45, 26
45, 26
45, 26
45, 26
45, 26
45, 26
45, 26
45, 26
46, 0
47, 1
48, 26
48, 26
48, 26
48, 26
48, 26
48, 26
48, 26
48, 26
48, 26
48, 26
48, 26
48, 26
48, 26
48, 26
48, 26
48, 26
48, 26
48, 26
48, 26
48, 26
48, 26
48, 26
48, 26
48, 26
48, 26
48, 26
49, 2
49, 2
50, 3
50, 3
50, 3
51, 4
51, 4
51, 4
51, 4
52, 4
52, 4
52, 4
52, 4
53, 4
53, 4
53, 4
53, 4
54, 4
54, 4
54, 4
54, 4
55, 4
55, 4
55, 4
55, 4
56, 4
56, 4
56, 4
56, 4
57, 4
57, 4
57, 4
57, 4
58, 4
58, 4
58, 4
58, 4
59, 4
59, 4
59, 4
59, 4
60, 4
60, 4
60, 4
60, 4
61, 4
61, 4
61, 4
61, 4
62, 4
62, 4
62, 4
62, 4
63, 4
63, 4
63, 4
63, 4
64, 4
64, 4
64, 4
64, 4
65, 4
65, 4
65, 4
65, 4
66, 4
66, 4
66, 4
66, 4
67, 4
67, 4
67, 4
67, 4
68, 4
68, 4
68, 4
68, 4
69, 4
69, 4
69, 4
69, 4
70, 4
70, 4
70, 4
70, 4
71, 4
71, 4
71, 4
71, 4
72, 4
72, 4
72, 4
72, 4
73, 4
73, 4
73, 4
73, 4
74, 4
74, 4
74, 4
74, 4
75, 4
75, 4
75, 4
75, 4
76, 4
76, 4
76, 4
76, 4
77, 4
77, 4
77, 4
77, 4
78, 4
78, 4
78, 4
78, 4
79, 4
79, 4
79, 4
79, 4
80, 4
80, 4
80, 4
80, 4
81, 4
81, 4
81, 4
81, 4
82, 4
82, 4
82, 4
82, 4
83, 4
83, 4
83, 4
83, 4
84, 4
84, 4
84, 4
84, 4
85, 4
85, 4
85, 4
85, 4
86, 27
86, 27
86, 27
86, 27
86, 27
86, 27
86, 27
86, 27
86, 27
86, 27
86, 27
86, 27
86, 27
86, 27
86, 27
86, 27
86, 27
86, 27
86, 27
86, 27
86, 27
86, 27
86, 27
86, 27
86, 27
86, 27
86, 27
87, 4
87, 4
87, 4
87, 4
88, 5
88, 5
88, 5
88, 5
88, 5
89, 6
89, 6
89, 6
89, 6
89, 6
89, 6
90, 6
90, 6
90, 6
90, 6
90, 6
90, 6
91, 6
91, 6
91, 6
91, 6
91, 6
91, 6
92, 6
92, 6
92, 6
92, 6
92, 6
92, 6
93, 6
93, 6
93, 6
93, 6
93, 6
93, 6
94, 6
94, 6
94, 6
94, 6
94, 6
94, 6
95, 6
95, 6
95, 6
95, 6
95, 6
95, 6
96, 6
96, 6
96, 6
96, 6
96, 6
96, 6
97, 6
97, 6
97, 6
97, 6
97, 6
97, 6
98, 6
98, 6
98, 6
98, 6
98, 6
98, 6
99, 6
99, 6
99, 6
99, 6
99, 6
99, 6
100, 28
100, 28
100, 28
100, 28
100, 28
100, 28
100, 28
100, 28
100, 28
100, 28
100, 28
100, 28
100, 28
100, 28
100, 28
100, 28
100, 28
100, 28
100, 28
100, 28
100, 28
100, 28
100, 28
100, 28
100, 28
100, 28
100, 28
100, 28
101, 6
101, 6
101, 6
101, 6
101, 6
101, 6
102, 7
102, 7
102, 7
102, 7
102, 7
102, 7
102, 7
103, 8
103, 8
103, 8
103, 8
103, 8
103, 8
103, 8
103, 8
104, 8
104, 8
104, 8
104, 8
104, 8
104, 8
104, 8
104, 8
105, 8
105, 8
105, 8
105, 8
105, 8
105, 8
105, 8
105, 8
106, 8
106, 8
106, 8
106, 8
106, 8
106, 8
106, 8
106, 8
107, 8
107, 8
107, 8
